,product_name,product_price,product_memory,product_color,product_url,img_url
249, Tecno Spark 10 Pro 8GB 256GB ,4.090.000 đ,8GB 256GB,Trắng,https://cellphones.com.vn/tecno-spark-10-pro-8gb-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/0/9/0989_4__1.jpg"
250, Tecno Spark 10 Pro 8GB 256GB ,4.090.000 đ,8GB 256GB,Đen,https://cellphones.com.vn/tecno-spark-10-pro-8gb-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/0/9/0989_4__1.jpg"
251, Tecno Pova 4 Pro 8GB 256GB ,5.290.000 đ,8GB 256GB,Cam,https://cellphones.com.vn/tecno-pova-4-pro-8gb-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/0/9/0989.jpg"
252, Tecno Pova 4 Pro 8GB 256GB ,5.290.000 đ,8GB 256GB,Xanh,https://cellphones.com.vn/tecno-pova-4-pro-8gb-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/0/9/0989.jpg"
253, iPhone 14 Pro 128GB | Chính hãng VN/A ,24.750.000 đ,128GB,Đen,https://cellphones.com.vn/iphone-14-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_12.png"
254, iPhone 14 Pro 128GB | Chính hãng VN/A ,24.750.000 đ,128GB,Vàng,https://cellphones.com.vn/iphone-14-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_12.png"
255, iPhone 14 Pro 128GB | Chính hãng VN/A ,24.750.000 đ,128GB,Bạc,https://cellphones.com.vn/iphone-14-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_12.png"
256, iPhone 14 Pro 128GB | Chính hãng VN/A ,24.750.000 đ,128GB,Tím,https://cellphones.com.vn/iphone-14-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_12.png"
257, iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256GB,Tím,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
258, iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256GB,Đen,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
259, iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256GB,Bạc,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
260, iPhone 14 Pro 256GB | Chính hãng VN/A ,27.690.000 đ,256GB,Vàng,https://cellphones.com.vn/iphone-14-pro-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_13.png"
261, iPhone 12 64GB | Chính hãng VN/A,14.690.000 đ,4G 64GB,Đỏ,https://cellphones.com.vn/iphone-12.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_252.jpg"
262, iPhone 12 64GB | Chính hãng VN/A,14.690.000 đ,4G 64GB,Tím,https://cellphones.com.vn/iphone-12.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_252.jpg"
263, iPhone 12 64GB | Chính hãng VN/A,14.690.000 đ,4G 64GB,Xanh lá,https://cellphones.com.vn/iphone-12.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_252.jpg"
264, iPhone 12 64GB | Chính hãng VN/A,14.690.000 đ,4G 64GB,Xanh dương,https://cellphones.com.vn/iphone-12.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_252.jpg"
265, iPhone 12 64GB | Chính hãng VN/A,14.690.000 đ,4G 64GB,Đen,https://cellphones.com.vn/iphone-12.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_252.jpg"
266, iPhone 12 64GB | Chính hãng VN/A,14.690.000 đ,4G 64GB,Trắng,https://cellphones.com.vn/iphone-12.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_252.jpg"
267, iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256GB,Bạc,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
268, iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256GB,Xám,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
269, iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256GB,Xanh dương,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
270, iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256GB,Vàng,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
271, iPhone 13 Pro Max 256GB | Chính hãng VN/A ,26.590.000 đ,256GB,Xanh lá,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/_/1_66_6_2_1_12.jpg"
272, iPhone 11 64GB | Chính hãng VN/A,10.390.000 đ,4GB 64GB,Trắng,https://cellphones.com.vn/iphone-11.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_225.jpg"
273, iPhone 11 64GB | Chính hãng VN/A,10.390.000 đ,4GB 64GB,Đen,https://cellphones.com.vn/iphone-11.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_225.jpg"
274, iPhone 14 128GB| Chính hãng VN/A ,19.190.000 đ,128GB,Đỏ,https://cellphones.com.vn/iphone-14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889.jpg"
275, iPhone 14 128GB| Chính hãng VN/A ,19.190.000 đ,128GB,Trắng,https://cellphones.com.vn/iphone-14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889.jpg"
276, iPhone 14 128GB| Chính hãng VN/A ,19.190.000 đ,128GB,Tím,https://cellphones.com.vn/iphone-14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889.jpg"
277, iPhone 14 128GB| Chính hãng VN/A ,19.190.000 đ,128GB,Đen,https://cellphones.com.vn/iphone-14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889.jpg"
278, iPhone 14 128GB| Chính hãng VN/A ,19.190.000 đ,128GB,Vàng,https://cellphones.com.vn/iphone-14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889.jpg"
279, iPhone 14 128GB| Chính hãng VN/A ,19.190.000 đ,128GB,Xanh,https://cellphones.com.vn/iphone-14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/i/p/iphone-14-storage-select-202209-6-1inch-y889.jpg"
280, iPhone 13 Pro Max 128GB | Chính hãng VN/A ,24.990.000 đ,128GB,Bạc,https://cellphones.com.vn/iphone-13-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_51_1_7.jpg"
281, iPhone 13 Pro Max 128GB | Chính hãng VN/A ,24.990.000 đ,128GB,Vàng,https://cellphones.com.vn/iphone-13-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_51_1_7.jpg"
282, iPhone 13 Pro Max 128GB | Chính hãng VN/A ,24.990.000 đ,128GB,Xanh lá,https://cellphones.com.vn/iphone-13-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_51_1_7.jpg"
283, iPhone 13 Pro Max 128GB | Chính hãng VN/A ,24.990.000 đ,128GB,Xám,https://cellphones.com.vn/iphone-13-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_51_1_7.jpg"
284, iPhone 13 Pro Max 128GB | Chính hãng VN/A ,24.990.000 đ,128GB,Xanh dương,https://cellphones.com.vn/iphone-13-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/3/_/3_51_1_7.jpg"
285, iPhone 13 128GB | Chính hãng VN/A ,16.890.000 đ,128GB,Đỏ,https://cellphones.com.vn/iphone-13.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/4/14_1_9_2_9.jpg"
286, iPhone 13 128GB | Chính hãng VN/A ,16.890.000 đ,128GB,Đen,https://cellphones.com.vn/iphone-13.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/4/14_1_9_2_9.jpg"
287, iPhone 13 128GB | Chính hãng VN/A ,16.890.000 đ,128GB,Trắng,https://cellphones.com.vn/iphone-13.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/4/14_1_9_2_9.jpg"
288, iPhone 13 128GB | Chính hãng VN/A ,16.890.000 đ,128GB,Xanh lá,https://cellphones.com.vn/iphone-13.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/4/14_1_9_2_9.jpg"
289, iPhone 13 128GB | Chính hãng VN/A ,16.890.000 đ,128GB,Hồng,https://cellphones.com.vn/iphone-13.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/4/14_1_9_2_9.jpg"
290, iPhone 13 128GB | Chính hãng VN/A ,16.890.000 đ,128GB,Xanh dương,https://cellphones.com.vn/iphone-13.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/1/4/14_1_9_2_9.jpg"
291, iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4GB 128GB,Vàng,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
292, iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4GB 128GB,Tím,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
293, iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4GB 128GB,Xanh lá,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
294, iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4GB 128GB,Đỏ,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
295, iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4GB 128GB,Đen,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
296, iPhone 11 128GB | Chính hãng VN/A,12.190.000 đ,4GB 128GB,Trắng,https://cellphones.com.vn/iphone-11-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/4/_/4_187_1.jpg"
297, iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4GB 128GB,Đỏ,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
298, iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4GB 128GB,Xanh,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
299, iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4GB 128GB,Xanh dương,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
300, iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4GB 128GB,Trắng,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
301, iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4GB 128GB,Tím,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
302, iPhone 12 128GB | Chính hãng VN/A,15.690.000 đ,4GB 128GB,Đen,https://cellphones.com.vn/iphone-12-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/_/2_241_2.jpg"
