,product_name,product_memory,product_color,product_price,product_url,img_url
125,Điện thoại Samsung Galaxy S23 8GB/256GB,256GB,Cotton Flower,17.490.000đ,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/tD1f7SRkmg22L4suh7iYt4Kt3K4QQLxnL9omZ_nloWGa1XszWPxtYRZj69S4m-ZjnnZ1HCuq-Wtk1b60rNVtnD-rNu-Ulzdz=w500-rw
126,Điện thoại Samsung Galaxy S23 8GB/256GB,256GB,Botanic Green,17.490.000đ,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/hor8FRlrAzuI3ycB1KoMKtYI6218BjzHk9XPLhbJolgckWnCQN2JQ2dWnURWNWagoCEQl8zMECgem3t8OJsdTIRriq1DsKg=w500-rw
127,Điện thoại Samsung Galaxy S23 8GB/256GB,256GB,Phantom Black,17.490.000đ,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/cxuEVoeFYq-OqJG19Hu_2_cgAvro9dS_d_kDVMQK7Ul3C6WStNJl_kvXMVmW6DsdWEMVHw98axu6arH1ZU7IAFRdsBcfpZs=w500-rw
128,Điện thoại Samsung Galaxy S23 Plus,256GB,Cotton Flower,20.990.000đ,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/0PvBsq1fMM19r8xYt3OCytakkuQY5zCzq48X8UeXl-S1SswPpGHdY4EDMKh5enpXNWEif0PdZFs2ppQF08tsmQtCDzaHWIrP=w500-rw
129,Điện thoại Samsung Galaxy S23 Plus,256GB,Botanic Green,20.490.000đ,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/NGcHcYN5n2It5nXYmtqLobpXm-_DGophtZauKE1_O2de0OGNTzFXLvjpf02OobF6mhTGuDgTeJv4Z84HWQVT0e6tc5Y-9UHS=w500-rw
130,Điện thoại Samsung Galaxy S23 Plus,256GB,Phantom Black,20.990.000đ,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/z9wwwfBTCnLgCgK3PodpjU7xZS2q-q13tXqmAudqr2TVakywDdxGbVS3OiFMh_b46aDpu21S3yXGpByVVAY2xX3geVnjPFoU=w500-rw
131,Điện thoại Samsung Galaxy S23 Ultra,256GB,Cotton Flower,25.490.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/rf3uXgs-1xxwJ9J8MPJcu8LdmfI62xqTFVKTu9QdWf62CH1mo8pdCx7FbZRlPD_XgSzMPLz_Zb79Il-ZxlP5kzqkvJNhrmXbbQ=w500-rw
132,Điện thoại Samsung Galaxy S23 Ultra,256GB,Botanic Green,24.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/9wJ1kIod0RCqmF8uriCIki4n-cpt3ZqYI_Q6YOAJot9_ingCikktEt2VFOAkxk1ssy1YY0vExsj0j4Zl2NjnqRzh0tYbemOy=w500-rw
133,Điện thoại Samsung Galaxy S23 Ultra,256GB,Phantom Black,24.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/xIRalPzJTVjWknI4bn-Bt4MAI5mYN5V6L6_EUXQVfvyiiLJt8pLeGQf23L-DoPOHsD3Pfw-FiKYnL7PcJfwIUl7uMtkeNhg=w500-rw
134,Điện thoại Samsung Galaxy S23 Ultra,512GB,Phantom Black,27.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/NSXL9-xk8adfbsKvuO0-1U9xTvObhjgtgC0zd0mgEAil7qIKIrWvWYAndx2uiPFByUEn-T3ABHubdEzUz8mf3teraN3IO43-hg=w500-rw
135,Điện thoại Samsung Galaxy S23 Ultra,1TB,Phantom Black,33.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/BG_ayQbPEGUCOl4Nbcd5w2Al6doDsVIJQaX10wWCw0aeXkudsh2wnW9yP-INljNt0kMTNfbUPbHNNHAT5j3XSWrY6062JbE=w500-rw
136,Điện thoại Samsung Galaxy S23 Ultra,512GB,Botanic Green,27.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/mebMcxoIpj-zSkv2loBWTI_vTbnnjROxZkrjfMOcNV5biApDYt3gug8qhyJzcQbFX6Rl4m_B4LHz40D8F_f9jtI8B_wT3OWj=w500-rw
137,Điện thoại Samsung Galaxy S23 Ultra,1TB,Botanic Green,33.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/e1lz9Dmc1NUaI87MCLVVhu97VeXQCWK1rKYveEKw-qi3LrXJ2M6rOjPaMniqhyEbwC1k6Z4hTI3Iv6tkVla6imPxkEgEkxwd=w500-rw
138,Điện thoại Samsung Galaxy S23 Ultra,512GB,Cotton Flower,28.490.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/0QHZXj3NgaLsTc8ZiBTyFMSfNXe61a7YfFABav8fn3sqlwhvIihlEc0N3TaTaWLfHWwk4EUqq-BxG9dRXz-I3m1vtYcaqzpQ=w500-rw
139,Điện thoại Samsung Galaxy S23 Ultra,1TB,Cotton Flower,33.990.000đ,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/pQLNNIVXAbgo410RphLk-ay_Wm9Pn8_RHccGVWXR3NjJMl72V48KVA7svUqGRogEufx2ZNYM82bL-WsjgyCMTOZtcs5o9A-CEg=w500-rw
140,Điện thoại Samsung Galaxy S23 Plus,512GB,Phantom Black,23.790.000đ,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/iyd9Y7-TpBcNIit7BvOIxCOorKGg4T30oGJUgBz_YagBydV5uW-GPsAA9CsjQZeGaAc4s84dhkNoyi7jV04eIsUNwzYNySc=w500-rw
